Customer_ID,Age,Gender,Category,Category_ID,Item_Purchased,Item_Purchased_ID,Purchase_Amount (USD),Location,Size,Color,Color_Family,Sku_ID,Season,Review_Rating,Subscription Status,Shipping_Type,Discount_Applied,Previous_Purchases,Frequency of Purchases
1536,36,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,74,West Virginia,S,Turquoise,Blues and Teals,SKU_1076,Fall,4,No,2-Day Shipping,Yes,8,Monthly
1538,68,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,89,Alaska,L,Black,Grayscale,SKU_1077,Spring,3.2,No,Next Day Air,Yes,50,Annually
1541,28,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,95,Colorado,M,Red,Reds and Pinks,SKU_1078,Winter,2.9,No,Next Day Air,Yes,14,Monthly
1542,24,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,77,Illinois,S,Indigo,Blues and Teals,SKU_1079,Winter,2.9,No,Store Pickup,Yes,35,Bi-Weekly
1547,60,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,51,Oregon,XL,Purple,Purples,SKU_1080,Summer,3.8,No,Express,Yes,17,Annually
1549,69,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,32,Maryland,M,Silver,Grayscale,SKU_1081,Summer,3.7,No,Store Pickup,Yes,43,Weekly
1550,19,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,55,Kansas,M,Black,Grayscale,SKU_1082,Spring,2.9,No,2-Day Shipping,Yes,19,Every 3 Months
1553,54,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,49,New Mexico,L,Purple,Purples,SKU_1083,Spring,3,No,Express,Yes,20,Monthly
1554,27,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,45,Delaware,M,Indigo,Blues and Teals,SKU_1084,Spring,4.8,No,Free Shipping,Yes,21,Quarterly
1555,64,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,48,Utah,S,Lavender,Purples,SKU_1085,Winter,2.7,No,Standard,Yes,18,Bi-Weekly
1556,43,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,47,Ohio,S,Cyan,Blues and Teals,SKU_1086,Winter,4.5,No,Free Shipping,Yes,44,Quarterly
1557,43,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,57,Alabama,M,Gold,Yellows and Oranges,SKU_1087,Fall,2.7,No,Standard,Yes,26,Quarterly
1558,27,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,34,South Dakota,L,Magenta,Reds and Pinks,SKU_1088,Fall,3.5,No,Next Day Air,Yes,34,Quarterly
1559,35,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,75,New Mexico,XL,Teal,Blues and Teals,SKU_1089,Fall,3.5,No,Express,Yes,24,Every 3 Months
1563,37,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,75,Alabama,M,Purple,Purples,SKU_1090,Winter,3.2,No,Next Day Air,Yes,23,Bi-Weekly
1566,58,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,93,Idaho,L,Peach,Yellows and Oranges,SKU_1091,Fall,4.2,No,Free Shipping,Yes,48,Annually
1567,48,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,99,Wyoming,S,Green,Greens,SKU_1092,Winter,3,No,Free Shipping,Yes,21,Bi-Weekly
1568,30,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,33,Minnesota,M,Turquoise,Blues and Teals,SKU_1093,Spring,4.1,No,Standard,Yes,9,Monthly
1571,30,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,41,Missouri,L,Brown,,SKU_1094,Winter,4.8,No,Next Day Air,Yes,3,Every 3 Months
1572,28,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,88,Colorado,L,Silver,Grayscale,SKU_1095,Winter,4.5,No,Next Day Air,Yes,11,Fortnightly
1573,37,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,92,Washington,L,White,Grayscale,SKU_1096,Summer,3.4,No,2-Day Shipping,Yes,16,Monthly
1575,18,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,25,Minnesota,S,Magenta,Reds and Pinks,SKU_1097,Spring,4.2,No,Free Shipping,Yes,32,Bi-Weekly
1576,52,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,28,California,M,Turquoise,Blues and Teals,SKU_1098,Spring,3.6,No,Next Day Air,Yes,28,Fortnightly
1579,62,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,97,California,S,Maroon,Reds and Pinks,SKU_1099,Winter,4.9,No,2-Day Shipping,Yes,2,Quarterly
1580,35,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,80,Oklahoma,M,Violet,Purples,SKU_1100,Summer,3.1,No,Free Shipping,Yes,6,Monthly
1584,37,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,92,Maryland,XL,Yellow,Yellows and Oranges,SKU_1101,Summer,4.3,No,Next Day Air,Yes,8,Annually
1585,41,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,95,Hawaii,S,Silver,Grayscale,SKU_1102,Spring,3.1,No,Store Pickup,Yes,46,Quarterly
1586,37,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,25,Alabama,M,Charcoal,Grayscale,SKU_1103,Fall,3,No,Next Day Air,Yes,40,Fortnightly
1587,25,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,77,Oklahoma,M,Purple,Purples,SKU_1104,Fall,4,No,Express,Yes,21,Weekly
1588,41,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,99,Alabama,M,Beige,,SKU_1105,Summer,3.5,No,Free Shipping,Yes,33,Fortnightly
1589,48,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,24,Vermont,L,Cyan,Blues and Teals,SKU_1106,Winter,3.2,No,Next Day Air,Yes,3,Monthly
1591,54,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,80,Wisconsin,S,Pink,Reds and Pinks,SKU_1107,Winter,3,No,Free Shipping,Yes,8,Annually
1593,56,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,83,Iowa,M,Cyan,Blues and Teals,SKU_1108,Summer,3.3,No,Free Shipping,Yes,10,Every 3 Months
1596,34,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,35,Wisconsin,S,Magenta,Reds and Pinks,SKU_1109,Spring,3.5,No,Standard,Yes,45,Fortnightly
1597,42,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,30,Mississippi,S,Pink,Reds and Pinks,SKU_1110,Fall,4.7,No,Store Pickup,Yes,15,Monthly
1598,43,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,21,Mississippi,XL,Maroon,Reds and Pinks,SKU_1111,Winter,2.6,No,Store Pickup,Yes,34,Quarterly
1601,20,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,26,Montana,S,Yellow,Yellows and Oranges,SKU_1112,Spring,4.7,No,Next Day Air,Yes,24,Weekly
1602,65,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,59,Indiana,XL,Red,Reds and Pinks,SKU_1113,Spring,2.9,No,Store Pickup,Yes,33,Monthly
1603,54,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,48,West Virginia,S,Charcoal,Grayscale,SKU_1114,Winter,2.8,No,Free Shipping,Yes,13,Fortnightly
1606,70,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,46,Connecticut,M,Lavender,Purples,SKU_1115,Winter,3.4,No,Next Day Air,Yes,15,Bi-Weekly
1607,55,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,21,Kansas,S,White,Grayscale,SKU_1116,Spring,4.3,No,Standard,Yes,4,Fortnightly
1608,49,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,72,Vermont,S,Gray,Grayscale,SKU_1117,Fall,2.7,No,Free Shipping,Yes,43,Quarterly
1609,26,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,58,Nebraska,XL,Cyan,Blues and Teals,SKU_1118,Fall,4.6,No,Next Day Air,Yes,12,Bi-Weekly
1614,26,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,31,Illinois,S,Black,Grayscale,SKU_1119,Summer,4,No,Next Day Air,Yes,6,Fortnightly
1622,68,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,46,Ohio,L,Gray,Grayscale,SKU_1120,Summer,3.9,No,2-Day Shipping,Yes,38,Fortnightly
1624,64,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,58,Indiana,M,Cyan,Blues and Teals,SKU_1121,Summer,3.5,No,Next Day Air,Yes,50,Annually
1626,34,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,45,Minnesota,L,Beige,,SKU_1122,Winter,3,No,Next Day Air,Yes,3,Bi-Weekly
1632,65,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,36,Indiana,L,Violet,Purples,SKU_1123,Summer,3.9,No,2-Day Shipping,Yes,7,Fortnightly
1633,35,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,28,Oregon,S,White,Grayscale,SKU_1124,Summer,4.7,No,2-Day Shipping,Yes,50,Every 3 Months
1635,28,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,23,South Carolina,S,Orange,Yellows and Oranges,SKU_1125,Summer,3.6,No,Store Pickup,Yes,30,Every 3 Months
1636,68,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,24,North Carolina,L,Violet,Purples,SKU_1126,Summer,3.2,No,Standard,Yes,40,Annually
1638,35,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,21,Massachusetts,M,Peach,Yellows and Oranges,SKU_1127,Spring,3.5,No,Next Day Air,Yes,32,Fortnightly
1639,68,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,51,Tennessee,M,Black,Grayscale,SKU_1128,Spring,4.6,No,Free Shipping,Yes,18,Weekly
1640,41,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,65,Missouri,L,Blue,Blues and Teals,SKU_1129,Summer,3.3,No,Free Shipping,Yes,50,Annually
1644,38,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,77,Ohio,L,Pink,Reds and Pinks,SKU_1130,Summer,3.9,No,2-Day Shipping,Yes,6,Monthly
1646,53,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,36,Ohio,L,Green,Greens,SKU_1131,Summer,2.8,No,Standard,Yes,36,Every 3 Months
1647,58,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,77,Nebraska,S,Silver,Grayscale,SKU_1132,Summer,3.7,No,Standard,Yes,20,Every 3 Months
1649,36,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,69,Oklahoma,M,Gray,Grayscale,SKU_1133,Summer,2.6,No,Express,Yes,22,Monthly
1652,59,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,80,Texas,M,Blue,Blues and Teals,SKU_1134,Winter,3.9,No,Standard,Yes,42,Monthly
1656,37,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,81,Arizona,L,Gold,Yellows and Oranges,SKU_1135,Spring,3.2,No,Next Day Air,Yes,4,Monthly
1657,21,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,42,Indiana,L,Brown,,SKU_1136,Spring,2.6,No,2-Day Shipping,Yes,41,Every 3 Months
1658,69,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,36,Indiana,L,Turquoise,Blues and Teals,SKU_1137,Spring,3.2,No,Store Pickup,Yes,4,Bi-Weekly
1660,53,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,37,Utah,M,Black,Grayscale,SKU_1138,Fall,3.9,No,Next Day Air,Yes,44,Annually
1662,64,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,86,Iowa,S,Beige,,SKU_1139,Summer,2.7,No,2-Day Shipping,Yes,21,Quarterly
1664,43,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,22,Maine,XL,Gold,Yellows and Oranges,SKU_1140,Summer,3.5,No,Standard,Yes,1,Bi-Weekly
1667,51,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,64,Arkansas,M,Blue,Blues and Teals,SKU_1141,Summer,3.1,No,Store Pickup,Yes,47,Annually
1668,51,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,40,Oklahoma,L,Brown,,SKU_1142,Winter,3.4,No,2-Day Shipping,Yes,24,Every 3 Months
1673,18,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,73,South Carolina,L,Gold,Yellows and Oranges,SKU_1143,Fall,3.8,No,Free Shipping,Yes,15,Quarterly
1674,21,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,62,Hawaii,M,Violet,Purples,SKU_1144,Fall,3.4,No,Next Day Air,Yes,49,Bi-Weekly
1675,35,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,56,Alaska,M,Peach,Yellows and Oranges,SKU_1145,Winter,3.2,No,Free Shipping,Yes,10,Fortnightly
1679,41,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,71,Ohio,S,Magenta,Reds and Pinks,SKU_1146,Summer,4.8,No,2-Day Shipping,No,30,Fortnightly
1681,61,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,37,Louisiana,M,Olive,Greens,SKU_1147,Summer,3.4,No,Store Pickup,No,6,Annually
1682,24,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,95,Virginia,L,Green,Greens,SKU_1148,Winter,3.7,No,2-Day Shipping,No,14,Bi-Weekly
1686,33,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,48,Minnesota,M,Pink,Reds and Pinks,SKU_1149,Winter,4.6,No,Standard,No,43,Bi-Weekly
1689,28,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,26,Mississippi,S,Peach,Yellows and Oranges,SKU_1150,Winter,3,No,Next Day Air,No,13,Fortnightly
1691,40,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,30,Nevada,M,Black,Grayscale,SKU_1151,Summer,3.2,No,Free Shipping,No,1,Annually
1692,64,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,61,Connecticut,L,Blue,Blues and Teals,SKU_1152,Summer,3.5,No,Next Day Air,No,4,Annually
1694,63,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,88,Tennessee,XL,Olive,Greens,SKU_1153,Fall,4.9,No,Standard,No,45,Fortnightly
1698,36,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,87,South Carolina,L,Lavender,Purples,SKU_1154,Fall,3.5,No,Next Day Air,No,48,Every 3 Months
1699,25,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,41,Iowa,XL,Turquoise,Blues and Teals,SKU_1155,Winter,4.8,No,Standard,No,46,Quarterly
1701,62,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,70,West Virginia,L,Black,Grayscale,SKU_1156,Fall,4.1,No,Express,No,36,Monthly
1702,69,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,41,Mississippi,XL,Blue,Blues and Teals,SKU_1157,Winter,3.8,No,Next Day Air,No,44,Every 3 Months
1705,56,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,20,Idaho,M,Lavender,Purples,SKU_1158,Summer,3.9,No,Store Pickup,No,19,Every 3 Months
1707,37,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,87,North Dakota,M,Brown,,SKU_1159,Spring,3,No,Standard,No,25,Fortnightly
1708,25,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,81,Nevada,L,Maroon,Reds and Pinks,SKU_1160,Fall,4.9,No,2-Day Shipping,No,25,Bi-Weekly
1711,19,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,59,Arkansas,XL,Orange,Yellows and Oranges,SKU_1161,Fall,3.8,No,Store Pickup,No,7,Quarterly
1713,65,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,87,Illinois,S,Beige,,SKU_1162,Fall,3.8,No,2-Day Shipping,No,9,Fortnightly
1716,23,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,69,Idaho,XL,Gray,Grayscale,SKU_1163,Spring,3.4,No,2-Day Shipping,No,30,Bi-Weekly
1718,29,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,50,Hawaii,L,Orange,Yellows and Oranges,SKU_1164,Summer,2.9,No,Express,No,16,Bi-Weekly
1719,54,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,96,Maryland,L,Pink,Reds and Pinks,SKU_1165,Winter,3.4,No,2-Day Shipping,No,14,Every 3 Months
1721,25,Male,Clothing,Clo_M_01,Shorts,Clo_M_Shorts,84,Massachusetts,S,Beige,,SKU_1166,Winter,2.8,No,Express,No,40,Bi-Weekly
1722,34,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,28,Delaware,S,Magenta,Reds and Pinks,SKU_1167,Spring,4.3,No,Free Shipping,No,24,Monthly
1724,70,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,20,New York,XL,Gold,Yellows and Oranges,SKU_1168,Spring,3.3,No,Standard,No,39,Annually
1725,42,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,72,Delaware,S,Teal,Blues and Teals,SKU_1169,Winter,3.3,No,Free Shipping,No,21,Weekly
1728,49,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,53,Virginia,S,Violet,Purples,SKU_1170,Spring,4,No,Express,No,19,Monthly
1729,23,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,48,Wyoming,L,Black,Grayscale,SKU_1171,Fall,4.3,No,Express,No,1,Every 3 Months
1731,23,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,22,Alabama,S,Silver,Grayscale,SKU_1172,Fall,4.2,No,Free Shipping,No,26,Weekly
1733,45,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,50,Rhode Island,S,Charcoal,Grayscale,SKU_1173,Winter,2.6,No,Free Shipping,No,36,Every 3 Months
1734,67,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,85,New York,L,Black,Grayscale,SKU_1174,Summer,3.4,No,Express,No,22,Annually
1735,31,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,98,Missouri,L,Brown,,SKU_1175,Spring,3.1,No,Next Day Air,No,16,Quarterly
1739,60,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,61,Tennessee,M,Green,Greens,SKU_1176,Spring,2.9,No,2-Day Shipping,No,37,Weekly
1741,69,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,21,Wisconsin,L,Charcoal,Grayscale,SKU_1177,Fall,3.3,No,Next Day Air,No,10,Every 3 Months
1742,41,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,51,Delaware,XL,Teal,Blues and Teals,SKU_1178,Winter,3.6,No,Next Day Air,No,20,Monthly
1743,51,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,80,Kansas,XL,White,Grayscale,SKU_1179,Spring,4.3,No,Express,No,18,Every 3 Months
1744,23,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,72,Missouri,XL,Brown,,SKU_1180,Winter,3.3,No,Standard,No,3,Weekly
1745,57,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,63,Michigan,L,Teal,Blues and Teals,SKU_1181,Winter,3,No,Standard,No,23,Weekly
1749,34,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,93,Montana,L,Teal,Blues and Teals,SKU_1182,Winter,3.9,No,2-Day Shipping,No,41,Annually
1753,34,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,29,South Dakota,L,Blue,Blues and Teals,SKU_1183,Winter,3.3,No,Store Pickup,No,14,Quarterly
1755,66,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,93,Massachusetts,S,Beige,,SKU_1184,Fall,3.8,No,2-Day Shipping,No,18,Fortnightly
1757,49,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,55,New Hampshire,S,Cyan,Blues and Teals,SKU_1185,Fall,2.8,No,Free Shipping,No,14,Weekly
1760,68,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,58,Louisiana,L,Green,Greens,SKU_1186,Spring,4,No,Next Day Air,No,1,Weekly
1761,20,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,44,Minnesota,XL,Peach,Yellows and Oranges,SKU_1187,Spring,3.5,No,Standard,No,39,Weekly
1762,21,Male,Clothing,Clo_M_01,Hoodie,Clo_M_Hoodie,95,Hawaii,S,Green,Greens,SKU_1188,Fall,4.9,No,2-Day Shipping,No,24,Weekly
1763,36,Male,Footwear,Footw_M_01,Sandals,Footw_M_Sandals,42,Idaho,M,Brown,,SKU_1189,Summer,3.1,No,Express,No,41,Fortnightly
1767,60,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,54,Alaska,S,Cyan,Blues and Teals,SKU_1190,Winter,4.3,No,2-Day Shipping,No,27,Bi-Weekly
1771,53,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,22,Michigan,M,Pink,Reds and Pinks,SKU_1191,Fall,4.3,No,Express,No,34,Weekly
1772,46,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,82,Indiana,XL,Turquoise,Blues and Teals,SKU_1192,Fall,4.7,No,Store Pickup,No,9,Annually
1775,46,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,78,New York,M,Lavender,Purples,SKU_1193,Spring,3.7,No,Express,No,6,Weekly
1778,18,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,44,Minnesota,L,Purple,Purples,SKU_1194,Winter,4.7,No,Free Shipping,No,4,Fortnightly
1779,49,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,94,Texas,M,Red,Reds and Pinks,SKU_1195,Winter,4.9,No,Store Pickup,No,8,Bi-Weekly
1782,31,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,33,Iowa,M,Pink,Reds and Pinks,SKU_1196,Fall,3.7,No,Express,No,49,Quarterly
1784,42,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,49,Ohio,L,Lavender,Purples,SKU_1197,Winter,3.3,No,Free Shipping,No,30,Monthly
1785,32,Male,Accessories,ACC_M_01,Backpack,Acc_M_Backpack,31,Louisiana,L,Yellow,Yellows and Oranges,SKU_1198,Summer,4.8,No,Standard,No,4,Quarterly
1786,47,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,29,Iowa,S,Peach,Yellows and Oranges,SKU_1199,Fall,4.1,No,Next Day Air,No,22,Monthly
1790,52,Male,Clothing,Clo_M_01,Blouse,Clo_M_Blouse,34,Arizona,L,Peach,Yellows and Oranges,SKU_1200,Spring,3,No,2-Day Shipping,No,43,Quarterly
1791,50,Male,Accessories,ACC_M_01,Gloves,Acc_M_Gloves,26,North Carolina,S,Violet,Purples,SKU_1201,Summer,3.7,No,Store Pickup,No,31,Bi-Weekly
1792,62,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,98,Montana,S,Purple,Purples,SKU_1202,Winter,4,No,Store Pickup,No,38,Annually
1794,65,Male,Accessories,ACC_M_01,Hat,Acc_M_Hat,92,Iowa,S,White,Grayscale,SKU_1203,Fall,3.8,No,Store Pickup,No,45,Every 3 Months
1796,68,Male,Clothing,Clo_M_01,Jeans,Clo_M_Jeans,20,Wisconsin,S,Violet,Purples,SKU_1204,Fall,4,No,2-Day Shipping,No,9,Fortnightly
1797,62,Male,Clothing,Clo_M_01,Skirt,Clo_M_Skirt,35,South Carolina,S,Brown,,SKU_1205,Spring,3.1,No,Store Pickup,No,34,Weekly
1798,62,Male,Accessories,ACC_M_01,Belt,Acc_M_Belt,35,Oregon,L,Maroon,Reds and Pinks,SKU_1206,Spring,3.9,No,2-Day Shipping,No,26,Weekly
1799,40,Male,Clothing,Clo_M_01,Dress,Clo_M_Dress,82,North Dakota,L,Magenta,Reds and Pinks,SKU_1207,Winter,3.7,No,Express,No,1,Weekly
1801,22,Male,Outerwear,OutW_M_01,Coat,OutW_M_Coat,58,Mississippi,XL,Indigo,Blues and Teals,SKU_1208,Winter,2.7,No,Express,No,30,Weekly
1802,33,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,57,New Jersey,M,Turquoise,Blues and Teals,SKU_1209,Spring,3.9,No,Express,No,48,Fortnightly
1804,60,Male,Footwear,Footw_M_01,Sneakers,Footw_M_Sneakers,97,New Hampshire,S,Gray,Grayscale,SKU_1210,Summer,3.5,No,Free Shipping,No,33,Fortnightly
1805,30,Male,Clothing,Clo_M_01,Sweater,Clo_M_Sweater,42,Louisiana,L,Peach,Yellows and Oranges,SKU_1211,Winter,4.4,No,Next Day Air,No,39,Weekly
1806,41,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,62,Arizona,L,Gold,Yellows and Oranges,SKU_1212,Spring,4.9,No,Store Pickup,No,46,Weekly
1813,50,Male,Footwear,Footw_M_01,Boots,Footw_M_Boots,63,Nevada,S,Blue,Blues and Teals,SKU_1213,Summer,4.9,No,Express,No,18,Bi-Weekly
1816,51,Male,Footwear,Footw_M_01,Shoes,Footw_M_Shoes,72,New Mexico,L,White,Grayscale,SKU_1214,Winter,4.5,No,2-Day Shipping,No,48,Every 3 Months
1823,66,Male,Clothing,Clo_M_01,Shirt,Clo_M_Shirt,85,Connecticut,S,Cyan,Blues and Teals,SKU_1215,Summer,4.4,No,Standard,No,4,Annually
1825,58,Male,Clothing,Clo_M_01,Pants,Clo_M_Pants,47,Illinois,XL,Magenta,Reds and Pinks,SKU_1216,Winter,3.8,No,Express,No,31,Monthly
1827,45,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,60,Indiana,M,Turquoise,Blues and Teals,SKU_1217,Winter,4.2,No,Express,No,44,Annually
1828,20,Male,Clothing,Clo_M_01,T-shirt,Clo_M_T-shirt,36,Vermont,S,Pink,Reds and Pinks,SKU_1218,Spring,4.9,No,2-Day Shipping,No,31,Weekly
1831,50,Male,Accessories,ACC_M_01,Sunglasses,Acc_M_Sunglasses,80,Kansas,M,Blue,Blues and Teals,SKU_1219,Winter,4.8,No,Express,No,7,Annually
1833,69,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,29,Louisiana,M,Blue,Blues and Teals,SKU_1220,Fall,4.6,No,Free Shipping,No,48,Monthly
1834,34,Male,Accessories,ACC_M_01,Jewelry,Acc_M_Jewelry,53,Louisiana,M,Yellow,Yellows and Oranges,SKU_1221,Spring,4.5,No,2-Day Shipping,No,19,Fortnightly
1836,65,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,75,Kentucky,M,Lavender,Purples,SKU_1222,Fall,3.2,No,2-Day Shipping,No,45,Quarterly
1842,31,Male,Clothing,Clo_M_01,Socks,Clo_M_Socks,57,Vermont,L,Blue,Blues and Teals,SKU_1223,Winter,3,No,Standard,No,7,Every 3 Months
1843,61,Male,Accessories,ACC_M_01,Handbag,Acc_M_Handbag,78,Alabama,M,Black,Grayscale,SKU_1224,Summer,4.4,No,Express,No,1,Annually
1844,36,Male,Outerwear,OutW_M_01,Jacket,OutW_M_Jacket,76,Kentucky,M,Charcoal,Grayscale,SKU_1225,Fall,4.7,No,Next Day Air,No,32,Monthly
1847,68,Male,Accessories,ACC_M_01,Scarf,Acc_M_Scarf,53,Wisconsin,M,Yellow,Yellows and Oranges,SKU_1226,Summer,2.9,No,Standard,No,9,Quarterly
